RecordName,MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,117
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,124
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,109
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,123
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,100
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,142
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,144
Observed Emission Missed,2024,BMW,,SUV,3,6,Automatic,,,8.7,10,24,125
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,,Gasoline,,6.7,,31,141
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,100
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,,,8.9,27,107
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,111
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,121
Observed Emission Missed,2020,Toyota,Corolla,Compact,,4,Automatic,Gasoline,8.3,6.7,,31,121
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,143
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,116
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,134
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,131
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,128
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,125
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,118
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,105
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,100
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,131
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,129
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,126
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,105
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,114
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,127
Observed Emission Missed,2022,,Escape,SUV,2.5,6,Automatic,Diesel,,,8.9,27,100
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,100
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,140
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,100
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,111
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,119
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,111
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,100
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,,Automatic,Gasoline,,6.7,7.5,,144
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,123
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,127
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,122
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,115
Observed Emission Missed,2020,Toyota,Corolla,Compact,,4,Automatic,Gasoline,8.3,6.7,,,119
Observed Emission Missed,2021,,Civic,Compact,,4,Manual,Gasoline,9.1,6.5,,30,107
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,145
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,130
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,128
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,128
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,146
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,138
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,132
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,107
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,100
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,100
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,128
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,135
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,105
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,138
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,139
Observed Emission Missed,2022,,Escape,SUV,2.5,,Automatic,Diesel,10.5,7.2,8.9,27,124
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,108
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,107
Observed Emission Missed,2020,Toyota,Corolla,,1.8,4,Automatic,Gasoline,8.3,,7.5,,126
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,141
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,100
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,146
Observed Emission Missed,2024,BMW,X5,SUV,3,6,,Gasoline,11.8,,10,,145
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,130
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,118
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,112
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,121
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,103
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,124
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,121
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,105
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,121
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,129
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,146
Observed Emission Missed,2021,Honda,,,,4,Manual,Gasoline,9.1,6.5,7.8,30,136
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,102
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,100
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,145
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,140
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,106
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,124
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,131
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,120
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,116
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,131
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,105
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,132
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,104
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,119
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,130
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,144
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,130
Observed Emission Missed,2024,,X5,SUV,3,6,Automatic,Gasoline,11.8,,10,,143
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,131
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,113
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,144
Observed Emission Missed,2023,Chevrolet,,,2,4,CVT,,5.5,5,5.3,44,134
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,127
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,,Automatic,,8.3,6.7,7.5,,119
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,118
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,127
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,132
Observed Emission Missed,2024,BMW,,SUV,,6,,Gasoline,11.8,8.7,10,24,107
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,144
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,108
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,118
Observed Emission Missed,2023,Chevrolet,Malibu,,2,4,CVT,,5.5,5,5.3,44,120
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,130
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,136
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,125
Observed Emission Missed,2022,,Escape,SUV,2.5,,Automatic,Diesel,,7.2,8.9,27,112
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,144
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,115
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,143
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,120
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,117
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,108
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,114
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,144
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,131
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,107
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,136
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,114
Observed Emission Missed,2020,Toyota,,Compact,1.8,4,Automatic,,8.3,6.7,7.5,,107
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,104
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,102
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,123
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,109
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,126
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,114
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,142
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,111
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,100
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,130
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,107
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,120
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,116
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,131
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,118
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,111
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,134
Observed Emission Missed,2023,,Malibu,,2,4,CVT,,5.5,5,5.3,44,140
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,137
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,134
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,109
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,126
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,100
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,130
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,118
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,124
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,138
Observed Emission Missed,2023,Chevrolet,,,2,4,CVT,Hybrid,5.5,5,5.3,44,106
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,113
Observed Emission Missed,2020,Toyota,Corolla,Compact,,4,Automatic,Gasoline,8.3,6.7,7.5,,142
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,107
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,104
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,105
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,139
Observed Emission Missed,2020,,Corolla,Compact,1.8,4,Automatic,,8.3,6.7,,31,112
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,133
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,102
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,141
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,108
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,135
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,137
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,104
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,,CVT,Hybrid,5.5,5,5.3,,145
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,122
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,100
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,100
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,124
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,132
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,133
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,114
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,103
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,143
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,140
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,100
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,117
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,112
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,,,,102
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,,Hybrid,5.5,,5.3,,120
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,140
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,100
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,131
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,101
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,126
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,114
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,139
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,134
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,122
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,105
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,121
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,114
Observed Emission Missed,2021,Honda,,Compact,,4,Manual,,9.1,6.5,7.8,30,134
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,100
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,140
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,108
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,145
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,123
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,115
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,123
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,103
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,136
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,134
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,100
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,100
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,123
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,144
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,120
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,128
Observed Emission Missed,2024,,X5,SUV,3,6,Automatic,,11.8,8.7,10,,133
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,101
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,139
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,,Automatic,Diesel,10.5,,8.9,27,140
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,127
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,140
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,142
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,116
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,111
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,,,,44,116
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,106
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,132
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,131
Observed Emission Missed,2022,Ford,Escape,SUV,,6,Automatic,Diesel,10.5,7.2,,,130
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,,5,,,114
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,115
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,113
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,142
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,136
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,144
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,,,,109
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,110
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,126
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,100
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,100
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,111
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,118
Observed Emission Missed,2021,Honda,Civic,Compact,2,4,Manual,Gasoline,9.1,6.5,7.8,30,106
Observed Emission Missed,2022,Ford,Escape,SUV,2.5,6,Automatic,Diesel,10.5,7.2,8.9,27,107
Observed Emission Missed,2023,Chevrolet,Malibu,Midsize,2,4,CVT,Hybrid,5.5,5,5.3,44,105
Observed Emission Missed,2024,BMW,X5,SUV,3,6,Automatic,Gasoline,11.8,8.7,10,24,127
Observed Emission Missed,2020,Toyota,Corolla,Compact,1.8,4,Automatic,Gasoline,8.3,6.7,7.5,31,111
